182   NumCoords   ! The number of coordinates in the airfoil shape file.  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
0.250000 0.000000
! coordinates of airfoil shape
! interpolation to N points
!  x/c        y/c
1.000000 -0.003354
0.988637 -0.000561
0.977215 0.001985
0.965736 0.004254
0.954201 0.006222
0.942614 0.007853
0.930981 0.009114
0.919312 0.009984
0.907620 0.010436
0.895919 0.010442
0.884225 0.010012
0.872551 0.009210
0.860902 0.008100
0.849280 0.006737
0.837684 0.005165
0.826115 0.003407
0.814570 0.001499
0.803045 -0.000530
0.791541 -0.002671
0.780063 -0.004951
0.768621 -0.007403
0.757223 -0.010051
0.745875 -0.012906
0.734572 -0.015936
0.723307 -0.019104
0.712069 -0.022365
0.700846 -0.025679
0.689631 -0.029017
0.678414 -0.032352
0.667188 -0.035655
0.655945 -0.038899
0.644680 -0.042065
0.633389 -0.045137
0.622069 -0.048097
0.610716 -0.050928
0.599337 -0.053657
0.587948 -0.056338
0.576559 -0.059026
0.565186 -0.061778
0.553835 -0.064618
0.542500 -0.067525
0.531177 -0.070477
0.519859 -0.073450
0.508541 -0.076423
0.497219 -0.079382
0.485890 -0.082311
0.474549 -0.085197
0.463194 -0.088025
0.451820 -0.090776
0.440425 -0.093438
0.429005 -0.095993
0.417559 -0.098427
0.406084 -0.100721
0.394580 -0.102862
0.383046 -0.104841
0.371484 -0.106644
0.359894 -0.108255
0.348275 -0.109645
0.336631 -0.110804
0.324964 -0.111713
0.313280 -0.112355
0.301584 -0.112709
0.289882 -0.112748
0.278184 -0.112465
0.266498 -0.111857
0.254832 -0.110952
0.243189 -0.109776
0.231573 -0.108364
0.219983 -0.106750
0.208419 -0.104957
0.196881 -0.103006
0.185367 -0.100915
0.173876 -0.098704
0.162411 -0.096362
0.150979 -0.093867
0.139587 -0.091199
0.128244 -0.088325
0.116976 -0.085177
0.105823 -0.081642
0.094843 -0.077604
0.084119 -0.072930
0.073676 -0.067655
0.063432 -0.062001
0.053285 -0.056176
0.043130 -0.050366
0.033003 -0.044513
0.023237 -0.038084
0.014428 -0.030417
0.007735 -0.020893
0.004604 -0.009690
0.004869 0.001979
0.007492 0.013365
0.011916 0.024181
0.017925 0.034203
0.025263 0.043302
0.033584 0.051518
0.042563 0.059015
0.051947 0.066001
0.061647 0.072543
0.071660 0.078593
0.081983 0.084099
0.092607 0.088996
0.103490 0.093291
0.114558 0.097084
0.125757 0.100469
0.137048 0.103540
0.148402 0.106368
0.159804 0.109000
0.171240 0.111477
0.182702 0.113833
0.194184 0.116091
0.205690 0.118228
0.217221 0.120219
0.228781 0.122038
0.240370 0.123658
0.251987 0.125066
0.263628 0.126253
0.275290 0.127218
0.286969 0.127957
0.298659 0.128464
0.310358 0.128733
0.322060 0.128761
0.333760 0.128553
0.345454 0.128123
0.357139 0.127495
0.368813 0.126690
0.380477 0.125742
0.392129 0.124667
0.403770 0.123472
0.415398 0.122156
0.427012 0.120721
0.438611 0.119177
0.450198 0.117537
0.461772 0.115813
0.473336 0.114019
0.484891 0.112168
0.496437 0.110265
0.507976 0.108317
0.519507 0.106327
0.531033 0.104300
0.542555 0.102256
0.554078 0.100216
0.565605 0.098204
0.577142 0.096241
0.588682 0.094306
0.600219 0.092344
0.611741 0.090302
0.623239 0.088126
0.634706 0.085791
0.646144 0.083323
0.657560 0.080748
0.668956 0.078090
0.680337 0.075369
0.691707 0.072599
0.703067 0.069793
0.714422 0.066963
0.725775 0.064126
0.737133 0.061310
0.748505 0.058548
0.759896 0.055868
0.771312 0.053298
0.782755 0.050850
0.794224 0.048529
0.805719 0.046340
0.817238 0.044279
0.828774 0.042316
0.840319 0.040404
0.851863 0.038492
0.863399 0.036529
0.874921 0.034485
0.886425 0.032341
0.897906 0.030080
0.909360 0.027684
0.920784 0.025150
0.932179 0.022487
0.943546 0.019705
0.954884 0.016812
0.966197 0.013818
0.977486 0.010736
0.988753 0.007575
1.000000 0.004345
