182   NumCoords   ! The number of coordinates in the airfoil shape file.  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
0.500000 0.000000
! coordinates of airfoil shape
! interpolation to N points
!  x/c        y/c
1.000000 -0.000000
0.999553 -0.017447
0.998653 -0.034874
0.997185 -0.052258
0.995094 -0.069582
0.992356 -0.086819
0.988968 -0.103938
0.985032 -0.120936
0.980541 -0.137796
0.975495 -0.154502
0.969788 -0.170995
0.963490 -0.187269
0.956663 -0.203326
0.949314 -0.219151
0.941452 -0.234732
0.932949 -0.249973
0.923924 -0.264907
0.914416 -0.279537
0.904433 -0.293848
0.893985 -0.307826
0.882973 -0.321366
0.871487 -0.334503
0.859576 -0.347254
0.847252 -0.359605
0.834522 -0.371542
0.821370 -0.383014
0.807774 -0.393954
0.793820 -0.404431
0.779524 -0.414435
0.764901 -0.423955
0.749964 -0.432978
0.734716 -0.441468
0.719146 -0.449351
0.703319 -0.456699
0.687251 -0.463503
0.670963 -0.469762
0.654471 -0.475462
0.637788 -0.480579
0.620938 -0.485122
0.603939 -0.489071
0.586799 -0.492355
0.569562 -0.495081
0.552243 -0.497213
0.534856 -0.498681
0.517429 -0.499570
0.499983 -0.499884
0.482536 -0.499576
0.465108 -0.498690
0.447722 -0.497215
0.430403 -0.495076
0.413169 -0.492341
0.396038 -0.489017
0.379037 -0.485080
0.362179 -0.480574
0.345494 -0.475464
0.328994 -0.469785
0.312705 -0.463524
0.296643 -0.456704
0.280828 -0.449329
0.265278 -0.441412
0.250010 -0.432961
0.235045 -0.423985
0.220392 -0.414506
0.206111 -0.404475
0.192185 -0.393960
0.178628 -0.382972
0.165453 -0.371529
0.152670 -0.359649
0.140346 -0.347293
0.128454 -0.334521
0.116990 -0.321364
0.105998 -0.307810
0.095517 -0.293858
0.085493 -0.279573
0.075998 -0.264931
0.067007 -0.249974
0.058542 -0.234714
0.050623 -0.219163
0.043247 -0.203348
0.036417 -0.187289
0.030174 -0.170992
0.024477 -0.154498
0.019373 -0.137809
0.014877 -0.120947
0.010939 -0.103946
0.007623 -0.086813
0.004861 -0.069582
0.002751 -0.052259
0.001213 -0.034877
0.000381 -0.017445
0.000000 0.000002
0.000381 0.017449
0.001213 0.034881
0.002751 0.052263
0.004861 0.069587
0.007623 0.086818
0.010940 0.103950
0.014879 0.120951
0.019378 0.137812
0.024474 0.154503
0.030175 0.170997
0.036424 0.187290
0.043243 0.203354
0.050628 0.219165
0.058534 0.234723
0.067013 0.249975
0.075990 0.264941
0.085505 0.279570
0.095513 0.293865
0.105994 0.307818
0.117002 0.321360
0.128451 0.334530
0.140327 0.347317
0.152693 0.359631
0.165462 0.371525
0.178623 0.382984
0.192167 0.393989
0.206111 0.404482
0.220421 0.414470
0.235062 0.423965
0.250019 0.432954
0.265278 0.441419
0.280821 0.449354
0.296631 0.456740
0.312686 0.463581
0.328978 0.469838
0.345482 0.475511
0.362174 0.480602
0.379034 0.485107
0.396037 0.489037
0.413170 0.492354
0.430400 0.495115
0.447724 0.497222
0.465105 0.498787
0.482537 0.499606
0.499985 0.499989
0.517433 0.499619
0.534866 0.498794
0.552245 0.497216
0.569566 0.495090
0.586797 0.492332
0.603922 0.488985
0.620925 0.485063
0.637780 0.480550
0.654469 0.475454
0.670978 0.469802
0.687282 0.463578
0.703345 0.456753
0.719147 0.449347
0.734682 0.441400
0.749936 0.432927
0.764894 0.423943
0.779541 0.414460
0.793861 0.404486
0.807806 0.393992
0.821338 0.382972
0.834486 0.371500
0.847242 0.359595
0.859595 0.347272
0.871534 0.334543
0.882993 0.321380
0.893934 0.307785
0.904412 0.293833
0.914422 0.279541
0.923957 0.264927
0.933010 0.250006
0.941405 0.234706
0.949291 0.219140
0.956665 0.203327
0.963518 0.187280
0.969834 0.171011
0.975459 0.154490
0.980527 0.137792
0.985039 0.120938
0.988989 0.103942
0.992380 0.086822
0.995077 0.069580
0.997183 0.052258
0.998662 0.034874
0.999557 0.017447
1.000000 -0.000000
