182   NumCoords   ! The number of coordinates in the airfoil shape file.  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
0.250000 0.000000
! coordinates of airfoil shape
! interpolation to N points
!  x/c        y/c
1.000000 -0.009583
0.988180 -0.007184
0.976344 -0.004862
0.964411 -0.003118
0.952444 -0.001592
0.940416 -0.000760
0.928368 -0.000150
0.916308 0.000028
0.904246 0.000005
0.892195 -0.000445
0.880156 -0.001204
0.868144 -0.002280
0.856154 -0.003607
0.844204 -0.005227
0.832292 -0.007126
0.820418 -0.009242
0.808595 -0.011631
0.796818 -0.014229
0.785098 -0.017086
0.773425 -0.020120
0.761824 -0.023423
0.750262 -0.026859
0.738758 -0.030489
0.727297 -0.034247
0.715888 -0.038164
0.704515 -0.042181
0.693185 -0.046322
0.681888 -0.050551
0.670619 -0.054854
0.659372 -0.059215
0.648140 -0.063617
0.636921 -0.068050
0.625706 -0.072493
0.614490 -0.076934
0.603272 -0.081369
0.592035 -0.085756
0.580786 -0.090115
0.569512 -0.094404
0.558213 -0.098632
0.546886 -0.102782
0.535518 -0.106815
0.524127 -0.110786
0.512679 -0.114590
0.501202 -0.118306
0.489681 -0.121881
0.478110 -0.125291
0.466507 -0.128591
0.454847 -0.131684
0.443148 -0.134621
0.431413 -0.137418
0.419623 -0.139972
0.407802 -0.142370
0.395948 -0.144607
0.384048 -0.146589
0.372118 -0.148370
0.360160 -0.149955
0.348174 -0.151318
0.336159 -0.152391
0.324127 -0.153258
0.312082 -0.153910
0.300027 -0.154327
0.287964 -0.154492
0.275902 -0.154371
0.263846 -0.153973
0.251813 -0.153155
0.239810 -0.151956
0.227836 -0.150500
0.215887 -0.148842
0.203972 -0.146962
0.192098 -0.144837
0.180276 -0.142440
0.168516 -0.139759
0.156831 -0.136768
0.145278 -0.133306
0.133881 -0.129355
0.122622 -0.125029
0.111535 -0.120278
0.100628 -0.115130
0.089941 -0.109540
0.079490 -0.103524
0.069313 -0.097057
0.059451 -0.090123
0.049947 -0.082711
0.040863 -0.074794
0.032270 -0.066354
0.024264 -0.057361
0.016982 -0.047777
0.010605 -0.037572
0.005439 -0.026708
0.001783 -0.015241
0.000228 -0.003294
0.000653 0.008735
0.002963 0.020553
0.006919 0.031922
0.012237 0.042720
0.018658 0.052906
0.025974 0.062469
0.034015 0.071433
0.042670 0.079808
0.051826 0.087637
0.061432 0.094911
0.071414 0.101665
0.081724 0.107910
0.092321 0.113658
0.103160 0.118941
0.114219 0.123747
0.125456 0.128126
0.136861 0.132048
0.148393 0.135580
0.160060 0.138636
0.171849 0.141182
0.183704 0.143409
0.195611 0.145335
0.207562 0.146971
0.219546 0.148342
0.231556 0.149471
0.243585 0.150379
0.255628 0.151078
0.267680 0.151578
0.279739 0.151886
0.291800 0.152024
0.303860 0.151761
0.315914 0.151296
0.327962 0.150684
0.340001 0.149924
0.352030 0.149023
0.364046 0.147958
0.376049 0.146755
0.388040 0.145436
0.400018 0.144011
0.411977 0.142433
0.423924 0.140768
0.435860 0.139021
0.447777 0.137155
0.459685 0.135225
0.471582 0.133233
0.483461 0.131132
0.495330 0.128978
0.507188 0.126765
0.519032 0.124474
0.530867 0.122145
0.542691 0.119754
0.554506 0.117320
0.566313 0.114847
0.578107 0.112315
0.589896 0.109758
0.601672 0.107143
0.613443 0.104506
0.625206 0.101828
0.636960 0.099119
0.648709 0.096382
0.660449 0.093610
0.672185 0.090820
0.683912 0.087992
0.695637 0.085152
0.707352 0.082277
0.719066 0.079395
0.730772 0.076480
0.742476 0.073559
0.754175 0.070618
0.765873 0.067673
0.777568 0.064716
0.789263 0.061756
0.800956 0.058791
0.812649 0.055824
0.824340 0.052851
0.836031 0.049880
0.847725 0.046915
0.859420 0.043958
0.871119 0.041016
0.882820 0.038082
0.894525 0.035166
0.906233 0.032262
0.917950 0.029393
0.929669 0.026531
0.941391 0.023680
0.953112 0.020829
0.964834 0.017980
0.976556 0.015129
0.988278 0.012282
1.000000 0.009433
