182   NumCoords   ! The number of coordinates in the airfoil shape file.  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
0.250000 0.000000
! coordinates of airfoil shape
! interpolation to N points
!  x/c        y/c
1.000000 -0.001437
0.987644 -0.001886
0.975284 -0.002351
0.962920 -0.002812
0.950550 -0.003307
0.938178 -0.003800
0.925804 -0.004304
0.913427 -0.004766
0.901048 -0.005219
0.888703 -0.006159
0.876379 -0.007395
0.864109 -0.009050
0.851883 -0.011038
0.839720 -0.013354
0.827620 -0.016005
0.815576 -0.018885
0.803603 -0.022058
0.791682 -0.025413
0.779835 -0.029029
0.768036 -0.032794
0.756315 -0.036800
0.744639 -0.040931
0.733036 -0.045265
0.721471 -0.049699
0.709961 -0.054277
0.698482 -0.058930
0.687043 -0.063680
0.675623 -0.068478
0.664224 -0.073324
0.652833 -0.078190
0.641448 -0.083071
0.630058 -0.087939
0.618665 -0.092800
0.607249 -0.097606
0.595828 -0.102400
0.584363 -0.107091
0.572887 -0.111751
0.561369 -0.116308
0.549822 -0.120791
0.538240 -0.125182
0.526607 -0.129437
0.514953 -0.133634
0.503229 -0.137631
0.491478 -0.141547
0.479678 -0.145315
0.467824 -0.148906
0.455938 -0.152391
0.443985 -0.155641
0.431987 -0.158714
0.419949 -0.161634
0.407842 -0.164248
0.395698 -0.166683
0.383518 -0.168939
0.371289 -0.170905
0.359025 -0.172642
0.346734 -0.174171
0.334416 -0.175470
0.322068 -0.176443
0.309704 -0.177186
0.297328 -0.177681
0.284945 -0.177915
0.272558 -0.177890
0.260177 -0.177508
0.247810 -0.176832
0.235463 -0.175856
0.223144 -0.174566
0.210864 -0.172953
0.198632 -0.171010
0.186459 -0.168727
0.174357 -0.166094
0.162338 -0.163102
0.150414 -0.159750
0.138614 -0.155989
0.126961 -0.151791
0.115468 -0.147177
0.104156 -0.142132
0.093096 -0.136560
0.082292 -0.130506
0.071847 -0.123853
0.061794 -0.116624
0.052202 -0.108792
0.043143 -0.100352
0.034685 -0.091311
0.026937 -0.081655
0.020080 -0.071348
0.014119 -0.060499
0.009031 -0.049213
0.005088 -0.037482
0.002580 -0.025363
0.000893 -0.013095
0.000046 -0.000739
0.000859 0.011614
0.002507 0.023889
0.004514 0.036107
0.007845 0.048026
0.012463 0.059514
0.017914 0.070632
0.024172 0.081315
0.031257 0.091468
0.039056 0.101083
0.047504 0.110136
0.056551 0.118589
0.066128 0.126436
0.076171 0.133680
0.086635 0.140303
0.097439 0.146354
0.108559 0.151806
0.119912 0.156755
0.131491 0.161149
0.143243 0.165057
0.155139 0.168501
0.167159 0.171484
0.179280 0.174029
0.191483 0.176152
0.203748 0.177876
0.216060 0.179227
0.228404 0.180243
0.240771 0.180944
0.253150 0.181350
0.265535 0.181500
0.277921 0.181411
0.290303 0.181087
0.302678 0.180554
0.315040 0.179773
0.327388 0.178806
0.339722 0.177671
0.352042 0.176381
0.364340 0.174901
0.376618 0.173270
0.388880 0.171519
0.401123 0.169634
0.413340 0.167593
0.425542 0.165462
0.437726 0.163230
0.449885 0.160870
0.462032 0.158444
0.474160 0.155923
0.486267 0.153308
0.498364 0.150644
0.510439 0.147885
0.522503 0.145075
0.534554 0.142212
0.546589 0.139281
0.558618 0.136326
0.570628 0.133296
0.582632 0.130242
0.594625 0.127143
0.606609 0.124010
0.618585 0.120849
0.630551 0.117647
0.642513 0.114430
0.654465 0.111178
0.666415 0.107921
0.678355 0.104625
0.690294 0.101323
0.702224 0.097992
0.714153 0.094654
0.726075 0.091293
0.737995 0.087926
0.749911 0.084545
0.761825 0.081157
0.773736 0.077757
0.785646 0.074353
0.797553 0.070941
0.809460 0.067526
0.821366 0.064108
0.833271 0.060689
0.845177 0.057271
0.857083 0.053856
0.868992 0.050447
0.880901 0.047041
0.892812 0.043640
0.904725 0.040248
0.916644 0.036879
0.928563 0.033506
0.940475 0.030112
0.952387 0.026716
0.964294 0.023303
0.976200 0.019888
0.988100 0.016450
1.000000 0.013012
