182   NumCoords   ! The number of coordinates in the airfoil shape file.  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
0.250000 0.000000
! coordinates of airfoil shape
! interpolation to N points
!  x/c        y/c
1.000000 -0.011198
0.988151 -0.008516
0.976251 -0.006074
0.964266 -0.004089
0.952201 -0.002640
0.940090 -0.001714
0.927955 -0.001085
0.915805 -0.000922
0.903656 -0.001039
0.891515 -0.001508
0.879395 -0.002376
0.867304 -0.003564
0.855240 -0.005007
0.843222 -0.006793
0.831249 -0.008863
0.819317 -0.011147
0.807438 -0.013705
0.795616 -0.016506
0.783846 -0.019524
0.772128 -0.022734
0.760486 -0.026215
0.748889 -0.029835
0.737342 -0.033619
0.725850 -0.037565
0.714405 -0.041647
0.702996 -0.045828
0.691629 -0.050123
0.680298 -0.054510
0.668989 -0.058956
0.657700 -0.063452
0.646427 -0.067987
0.635161 -0.072542
0.623896 -0.077099
0.612628 -0.081650
0.601355 -0.086186
0.590065 -0.090680
0.578758 -0.095132
0.567425 -0.099518
0.556067 -0.103838
0.544673 -0.108061
0.533241 -0.112181
0.521778 -0.116215
0.510269 -0.120114
0.498724 -0.123905
0.487129 -0.127544
0.475490 -0.131034
0.463811 -0.134391
0.452082 -0.137567
0.440309 -0.140577
0.428494 -0.143417
0.416629 -0.146041
0.404731 -0.148515
0.392800 -0.150816
0.380823 -0.152867
0.368808 -0.154687
0.356760 -0.156269
0.344682 -0.157598
0.332575 -0.158638
0.320453 -0.159484
0.308319 -0.160129
0.296174 -0.160528
0.284023 -0.160666
0.271872 -0.160527
0.259728 -0.160110
0.247601 -0.159345
0.235501 -0.158241
0.223429 -0.156849
0.211391 -0.155194
0.199394 -0.153267
0.187446 -0.151051
0.175566 -0.148502
0.163759 -0.145637
0.152039 -0.142434
0.140451 -0.138781
0.129006 -0.134702
0.117715 -0.130215
0.106602 -0.125303
0.095701 -0.119938
0.085041 -0.114112
0.074663 -0.107801
0.064616 -0.100978
0.054936 -0.093650
0.045680 -0.085797
0.036928 -0.077394
0.028769 -0.068421
0.021308 -0.058869
0.014644 -0.048748
0.008951 -0.038056
0.004535 -0.026779
0.001554 -0.015030
0.000150 -0.002973
0.000630 0.009150
0.002730 0.021106
0.006048 0.032766
0.010711 0.043950
0.016565 0.054567
0.023328 0.064628
0.030857 0.074130
0.039061 0.083059
0.047845 0.091424
0.057142 0.099220
0.066878 0.106467
0.076999 0.113168
0.087458 0.119337
0.098218 0.124968
0.109223 0.130107
0.120444 0.134760
0.131854 0.138931
0.143415 0.142666
0.155110 0.145953
0.166932 0.148752
0.178835 0.151185
0.190805 0.153273
0.202832 0.155003
0.214900 0.156427
0.226998 0.157566
0.239117 0.158446
0.251253 0.159070
0.263398 0.159459
0.275547 0.159624
0.287698 0.159593
0.299845 0.159265
0.311987 0.158768
0.324122 0.158144
0.336248 0.157350
0.348361 0.156383
0.360459 0.155243
0.372541 0.153947
0.384607 0.152511
0.396658 0.150949
0.408689 0.149246
0.420705 0.147438
0.432705 0.145530
0.444687 0.143510
0.456663 0.141452
0.468626 0.139320
0.480573 0.137100
0.492508 0.134820
0.504432 0.132479
0.516344 0.130075
0.528244 0.127617
0.540132 0.125101
0.552011 0.122541
0.563881 0.119942
0.575741 0.117296
0.587593 0.114613
0.599433 0.111881
0.611268 0.109124
0.623095 0.106333
0.634913 0.103509
0.646725 0.100656
0.658530 0.097775
0.670330 0.094873
0.682123 0.091940
0.693911 0.088990
0.705693 0.086015
0.717472 0.083028
0.729244 0.080013
0.741013 0.076989
0.752779 0.073950
0.764543 0.070905
0.776304 0.067849
0.788065 0.064790
0.799824 0.061728
0.811583 0.058663
0.823341 0.055593
0.835098 0.052524
0.846857 0.049458
0.858619 0.046404
0.870384 0.043363
0.882151 0.040330
0.893922 0.037310
0.905696 0.034306
0.917477 0.031327
0.929263 0.028368
0.941054 0.025430
0.952846 0.022492
0.964636 0.019550
0.976425 0.016602
0.988213 0.013652
1.000000 0.010698
