182   NumCoords   ! The number of coordinates in the airfoil shape file.  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
0.250000 0.000000
! coordinates of airfoil shape
! interpolation to N points
!  x/c        y/c
1.000000 -0.007130
0.988331 -0.004701
0.976644 -0.002348
0.964868 -0.000520
0.953067 0.001168
0.941202 0.002217
0.929311 0.003023
0.917402 0.003421
0.905482 0.003575
0.893569 0.003272
0.881663 0.002651
0.869782 0.001696
0.857922 0.000474
0.846095 -0.001013
0.834300 -0.002755
0.822540 -0.004705
0.810821 -0.006891
0.799137 -0.009247
0.787500 -0.011830
0.775902 -0.014573
0.764363 -0.017555
0.752864 -0.020687
0.741423 -0.024026
0.730020 -0.027499
0.718667 -0.031129
0.707347 -0.034860
0.696063 -0.038695
0.684802 -0.042596
0.673562 -0.046553
0.662335 -0.050543
0.651114 -0.054543
0.639896 -0.058543
0.628673 -0.062524
0.617442 -0.066471
0.606199 -0.070377
0.594936 -0.074216
0.583663 -0.078024
0.572371 -0.081786
0.561069 -0.085526
0.549757 -0.089247
0.538419 -0.092903
0.527072 -0.096538
0.515684 -0.100053
0.504280 -0.103515
0.492844 -0.106879
0.481370 -0.110114
0.469873 -0.113267
0.458330 -0.116251
0.446755 -0.119107
0.435152 -0.121848
0.423501 -0.124380
0.411820 -0.126764
0.400109 -0.128998
0.388357 -0.131007
0.376577 -0.132837
0.364770 -0.134490
0.352937 -0.135941
0.341074 -0.137123
0.329192 -0.138087
0.317293 -0.138821
0.305382 -0.139314
0.293462 -0.139546
0.281539 -0.139480
0.269623 -0.139124
0.257728 -0.138354
0.245861 -0.137215
0.234021 -0.135825
0.222204 -0.134242
0.210416 -0.132460
0.198662 -0.130468
0.186947 -0.128258
0.175279 -0.125820
0.163665 -0.123139
0.152151 -0.120086
0.140759 -0.116627
0.129469 -0.112867
0.118311 -0.108750
0.107290 -0.104292
0.096450 -0.099415
0.085811 -0.094108
0.075423 -0.088311
0.065322 -0.082019
0.055508 -0.075294
0.045987 -0.068183
0.036769 -0.060731
0.027930 -0.052892
0.019677 -0.044459
0.012326 -0.035198
0.006443 -0.024883
0.002731 -0.013589
0.001691 -0.001765
0.002779 0.010035
0.005812 0.021497
0.010611 0.032355
0.016767 0.042501
0.023961 0.051938
0.031971 0.060700
0.040595 0.068875
0.049719 0.076503
0.059261 0.083607
0.069189 0.090165
0.079450 0.096184
0.089999 0.101676
0.100786 0.106683
0.111763 0.111264
0.122912 0.115424
0.134190 0.119235
0.145592 0.122677
0.157086 0.125816
0.168680 0.128580
0.180363 0.130955
0.192093 0.133087
0.203864 0.134980
0.215669 0.136643
0.227504 0.138074
0.239364 0.139286
0.251243 0.140290
0.263138 0.141096
0.275044 0.141705
0.286959 0.142122
0.298879 0.142355
0.310800 0.142203
0.322716 0.141828
0.334626 0.141276
0.346527 0.140568
0.358419 0.139718
0.370299 0.138714
0.382168 0.137581
0.394026 0.136338
0.405872 0.134991
0.417701 0.133498
0.429518 0.131916
0.441324 0.130255
0.453115 0.128483
0.464894 0.126637
0.476664 0.124734
0.488417 0.122733
0.500162 0.120684
0.511898 0.118581
0.523621 0.116409
0.535339 0.114209
0.547048 0.111968
0.558754 0.109705
0.570456 0.107431
0.582150 0.105121
0.593841 0.102789
0.605517 0.100389
0.617183 0.097934
0.628833 0.095399
0.640469 0.092802
0.652094 0.090153
0.663707 0.087452
0.675312 0.084720
0.686907 0.081943
0.698498 0.079150
0.710080 0.076321
0.721661 0.073487
0.733238 0.070635
0.744818 0.067796
0.756400 0.064968
0.767989 0.062172
0.779585 0.059404
0.791188 0.056674
0.802799 0.053982
0.814416 0.051327
0.826037 0.048699
0.837662 0.046088
0.849288 0.043481
0.860912 0.040864
0.872535 0.038232
0.884153 0.035575
0.895768 0.032896
0.907376 0.030181
0.918982 0.027451
0.930579 0.024683
0.942167 0.021881
0.953748 0.019046
0.965321 0.016182
0.976886 0.013291
0.988446 0.010379
1.000000 0.007446
