182   NumCoords   ! The number of coordinates in the airfoil shape file.  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
0.250000 0.000000
! coordinates of airfoil shape
! interpolation to N points
!  x/c        y/c
1.000000 -0.004298
0.988560 -0.001596
0.977072 0.000902
0.965519 0.003060
0.953918 0.004959
0.942261 0.006444
0.930563 0.007591
0.918835 0.008343
0.907085 0.008721
0.895331 0.008649
0.883585 0.008172
0.871859 0.007331
0.860157 0.006193
0.848484 0.004800
0.836838 0.003185
0.825221 0.001379
0.813633 -0.000598
0.802068 -0.002709
0.790531 -0.004961
0.779023 -0.007356
0.767557 -0.009941
0.756133 -0.012710
0.744762 -0.015686
0.733434 -0.018827
0.722147 -0.022110
0.710889 -0.025489
0.699651 -0.028933
0.688424 -0.032412
0.677201 -0.035903
0.665975 -0.039377
0.654738 -0.042810
0.643484 -0.046185
0.632210 -0.049484
0.620912 -0.052691
0.609587 -0.055790
0.598237 -0.058797
0.586876 -0.061760
0.575512 -0.064716
0.564157 -0.067715
0.552815 -0.070776
0.541480 -0.073870
0.530151 -0.076992
0.518815 -0.080101
0.507476 -0.083196
0.496125 -0.086256
0.484760 -0.089262
0.473380 -0.092215
0.461978 -0.095081
0.450554 -0.097859
0.439106 -0.100541
0.427629 -0.103090
0.416124 -0.105511
0.404590 -0.107790
0.393024 -0.109899
0.381429 -0.111840
0.369806 -0.113605
0.358154 -0.115176
0.346475 -0.116514
0.334771 -0.117625
0.323046 -0.118490
0.311305 -0.119095
0.299553 -0.119418
0.287796 -0.119431
0.276044 -0.119130
0.264306 -0.118481
0.252589 -0.117517
0.240897 -0.116288
0.229231 -0.114834
0.217591 -0.113178
0.205980 -0.111335
0.194397 -0.109319
0.182845 -0.107141
0.171323 -0.104813
0.159846 -0.102293
0.148424 -0.099557
0.137057 -0.096616
0.125761 -0.093431
0.114554 -0.089956
0.103480 -0.086085
0.092585 -0.081730
0.081945 -0.076775
0.071587 -0.071246
0.061451 -0.065324
0.051460 -0.059178
0.041540 -0.052957
0.031735 -0.046608
0.022347 -0.039678
0.013902 -0.031612
0.007412 -0.021890
0.004136 -0.010665
0.004075 0.001043
0.006314 0.012532
0.010390 0.023510
0.016097 0.033741
0.023139 0.043102
0.031178 0.051623
0.039915 0.059436
0.049109 0.066720
0.058665 0.073533
0.068561 0.079846
0.078784 0.085615
0.089318 0.090793
0.100117 0.095388
0.111115 0.099484
0.122259 0.103168
0.133514 0.106511
0.144849 0.109585
0.156251 0.112419
0.167702 0.115062
0.179197 0.117520
0.190729 0.119807
0.202291 0.121943
0.213882 0.123910
0.225503 0.125689
0.237153 0.127262
0.248831 0.128621
0.260532 0.129762
0.272252 0.130688
0.283987 0.131394
0.295734 0.131879
0.307488 0.132138
0.319245 0.132122
0.330999 0.131872
0.342747 0.131411
0.354486 0.130763
0.366215 0.129947
0.377932 0.128985
0.389639 0.127896
0.401334 0.126688
0.413016 0.125365
0.424684 0.123915
0.436338 0.122362
0.447979 0.120716
0.459608 0.118981
0.471225 0.117174
0.482834 0.115309
0.494432 0.113382
0.506022 0.111409
0.517605 0.109391
0.529180 0.107327
0.540751 0.105244
0.552320 0.103154
0.563892 0.101079
0.575470 0.099039
0.587049 0.097010
0.598624 0.094956
0.610185 0.092824
0.621725 0.090578
0.633237 0.088193
0.644726 0.085693
0.656193 0.083099
0.667643 0.080430
0.679081 0.077707
0.690507 0.074935
0.701925 0.072132
0.713337 0.069303
0.724747 0.066467
0.736159 0.063641
0.747583 0.060860
0.759022 0.058143
0.770481 0.055517
0.781962 0.052988
0.793465 0.050566
0.804989 0.048250
0.816533 0.046041
0.828090 0.043912
0.839655 0.041825
0.851219 0.039739
0.862777 0.037613
0.874324 0.035422
0.885857 0.033149
0.897371 0.030784
0.908864 0.028308
0.920334 0.025725
0.931779 0.023036
0.943201 0.020249
0.954600 0.017370
0.965978 0.014409
0.977336 0.011375
0.988676 0.008276
1.000000 0.005120
